mixed_id,file_path,media_type,true_label,true_label_name,source_label,source_label_name,source_split,actual_media_type
756,/content/drive/MyDrive/skripsi/dataset_image/real/001194_002399.jpg,image,0,Real,0,Real,image_binary_input,image
757,/content/drive/MyDrive/skripsi/dataset_video/fake/T2V/000456_T2V_000456.mp4,video,1,Fake,1,Fake,video_test,video
758,/content/drive/MyDrive/skripsi/dataset_image/real/002674_002434.jpg,image,0,Real,0,Real,image_binary_input,image
759,/content/drive/MyDrive/skripsi/dataset_image/real/002889_001126.jpg,image,0,Real,0,Real,image_binary_input,image
760,/content/drive/MyDrive/skripsi/dataset_image/real/000067_002528.jpg,image,0,Real,0,Real,image_binary_input,image
761,/content/drive/MyDrive/skripsi/dataset_video/real/000176_Real_000176.mp4,video,0,Real,0,Real,video_test,video
762,/content/drive/MyDrive/skripsi/dataset_image/real/003083_002799.jpg,image,0,Real,0,Real,image_binary_input,image
763,/content/drive/MyDrive/skripsi/dataset_image/real/002725_003324.jpg,image,0,Real,0,Real,image_binary_input,image
764,/content/drive/MyDrive/skripsi/dataset_video/fake/Faceswap/000202_Faceswap_000202.mp4,video,1,Fake,1,Fake,video_test,video
765,/content/drive/MyDrive/skripsi/dataset_video/fake/Faceswap/000313_Faceswap_000313.mp4,video,1,Fake,1,Fake,video_test,video
766,/content/drive/MyDrive/skripsi/dataset_image/tampered/000697_000313.jpg,image,1,Fake,2,Tampered,image_binary_input,image
767,/content/drive/MyDrive/skripsi/dataset_image/real/001575_000213.jpg,image,0,Real,0,Real,image_binary_input,image
768,/content/drive/MyDrive/skripsi/dataset_video/real/002311_Real_002311.mp4,video,0,Real,0,Real,video_test,video
769,/content/drive/MyDrive/skripsi/dataset_image/real/000355_000612.jpg,image,0,Real,0,Real,image_binary_input,image
770,/content/drive/MyDrive/skripsi/dataset_video/real/001195_Real_001195.mp4,video,0,Real,0,Real,video_test,video
771,/content/drive/MyDrive/skripsi/dataset_image/tampered/000679_001866.jpg,image,1,Fake,2,Tampered,image_binary_input,image
772,/content/drive/MyDrive/skripsi/dataset_image/real/002847_002837.jpg,image,0,Real,0,Real,image_binary_input,image
773,/content/drive/MyDrive/skripsi/dataset_video/fake/Change_of_style/000465_Change_of_style_000465.mp4,video,1,Fake,1,Fake,video_test,video
774,/content/drive/MyDrive/skripsi/dataset_image/real/002043_002798.jpg,image,0,Real,0,Real,image_binary_input,image
775,/content/drive/MyDrive/skripsi/dataset_video/real/002496_Real_002496.mp4,video,0,Real,0,Real,video_test,video
776,/content/drive/MyDrive/skripsi/dataset_video/fake/Faceswap/000069_Faceswap_000069.mp4,video,1,Fake,1,Fake,video_test,video
777,/content/drive/MyDrive/skripsi/dataset_video/fake/Outpainting/000035_Outpainting_000035.mp4,video,1,Fake,1,Fake,video_test,video
778,/content/drive/MyDrive/skripsi/dataset_video/real/003237_Real_003237.mp4,video,0,Real,0,Real,video_test,video
779,/content/drive/MyDrive/skripsi/dataset_image/real/001665_003102.jpg,image,0,Real,0,Real,image_binary_input,image
780,/content/drive/MyDrive/skripsi/dataset_image/real/001785_001894.jpg,image,0,Real,0,Real,image_binary_input,image
781,/content/drive/MyDrive/skripsi/dataset_video/real/003743_Real_003743.mp4,video,0,Real,0,Real,video_test,video
782,/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/000565_000141.jpg,image,1,Fake,1,Full-Synthetic,image_binary_input,image
783,/content/drive/MyDrive/skripsi/dataset_image/real/001609_000205.jpg,image,0,Real,0,Real,image_binary_input,image
784,/content/drive/MyDrive/skripsi/dataset_video/real/004697_Real_004697.mp4,video,0,Real,0,Real,video_test,video
785,/content/drive/MyDrive/skripsi/dataset_image/tampered/000739_000700.jpg,image,1,Fake,2,Tampered,image_binary_input,image
786,/content/drive/MyDrive/skripsi/dataset_video/real/000817_Real_000817.mp4,video,0,Real,0,Real,video_test,video
787,/content/drive/MyDrive/skripsi/dataset_video/fake/Extrapolation/000313_Extrapolation_000313.mp4,video,1,Fake,1,Fake,video_test,video
788,/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/001022_001270.jpg,image,1,Fake,1,Full-Synthetic,image_binary_input,image
789,/content/drive/MyDrive/skripsi/dataset_video/fake/Change_of_style/000322_Change_of_style_000322.mp4,video,1,Fake,1,Fake,video_test,video
790,/content/drive/MyDrive/skripsi/dataset_image/tampered/001882_001389.jpg,image,1,Fake,2,Tampered,image_binary_input,image
791,/content/drive/MyDrive/skripsi/dataset_video/real/004723_Real_004723.mp4,video,0,Real,0,Real,video_test,video
792,/content/drive/MyDrive/skripsi/dataset_video/real/004840_Real_004840.mp4,video,0,Real,0,Real,video_test,video
793,/content/drive/MyDrive/skripsi/dataset_video/fake/TI2V/000597_TI2V_000597.mp4,video,1,Fake,1,Fake,video_test,video
794,/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/001645_001410.jpg,image,1,Fake,1,Full-Synthetic,image_binary_input,image
795,/content/drive/MyDrive/skripsi/dataset_video/real/001495_Real_001495.mp4,video,0,Real,0,Real,video_test,video
796,/content/drive/MyDrive/skripsi/dataset_video/fake/Change_of_style/000028_Change_of_style_000028.mp4,video,1,Fake,1,Fake,video_test,video
797,/content/drive/MyDrive/skripsi/dataset_video/real/001321_Real_001321.mp4,video,0,Real,0,Real,video_test,video
798,/content/drive/MyDrive/skripsi/dataset_image/real/002830_002388.jpg,image,0,Real,0,Real,image_binary_input,image
799,/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/003275_000241.jpg,image,1,Fake,1,Full-Synthetic,image_binary_input,image
800,/content/drive/MyDrive/skripsi/dataset_video/fake/Change_of_style/000111_Change_of_style_000111.mp4,video,1,Fake,1,Fake,video_test,video
801,/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/001811_002762.jpg,image,1,Fake,1,Full-Synthetic,image_binary_input,image
802,/content/drive/MyDrive/skripsi/dataset_video/fake/Interpolation/000217_Interpolation_000217.mp4,video,1,Fake,1,Fake,video_test,video
803,/content/drive/MyDrive/skripsi/dataset_video/real/001322_Real_001322.mp4,video,0,Real,0,Real,video_test,video
804,/content/drive/MyDrive/skripsi/dataset_image/tampered/002056_002159.jpg,image,1,Fake,2,Tampered,image_binary_input,image
805,/content/drive/MyDrive/skripsi/dataset_image/tampered/002144_002649.jpg,image,1,Fake,2,Tampered,image_binary_input,image
806,/content/drive/MyDrive/skripsi/dataset_video/real/003377_Real_003377.mp4,video,0,Real,0,Real,video_test,video
807,/content/drive/MyDrive/skripsi/dataset_video/fake/T2V/000280_T2V_000280.mp4,video,1,Fake,1,Fake,video_test,video
808,/content/drive/MyDrive/skripsi/dataset_image/real/000034_001124.jpg,image,0,Real,0,Real,image_binary_input,image
809,/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/001171_002582.jpg,image,1,Fake,1,Full-Synthetic,image_binary_input,image
810,/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/002640_000967.jpg,image,1,Fake,1,Full-Synthetic,image_binary_input,image
811,/content/drive/MyDrive/skripsi/dataset_video/fake/Interpolation/000321_Interpolation_000321.mp4,video,1,Fake,1,Fake,video_test,video
812,/content/drive/MyDrive/skripsi/dataset_image/tampered/001069_000041.jpg,image,1,Fake,2,Tampered,image_binary_input,image
813,/content/drive/MyDrive/skripsi/dataset_video/fake/Change_of_style/000288_Change_of_style_000288.mp4,video,1,Fake,1,Fake,video_test,video
814,/content/drive/MyDrive/skripsi/dataset_image/tampered/003224_001367.jpg,image,1,Fake,2,Tampered,image_binary_input,image
815,/content/drive/MyDrive/skripsi/dataset_video/fake/Extrapolation/000016_Extrapolation_000016.mp4,video,1,Fake,1,Fake,video_test,video
816,/content/drive/MyDrive/skripsi/dataset_image/real/002637_001031.jpg,image,0,Real,0,Real,image_binary_input,image
817,/content/drive/MyDrive/skripsi/dataset_video/real/003130_Real_003130.mp4,video,0,Real,0,Real,video_test,video
818,/content/drive/MyDrive/skripsi/dataset_video/fake/Inpainting/000430_Inpainting_000430.mp4,video,1,Fake,1,Fake,video_test,video
819,/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/001915_000816.jpg,image,1,Fake,1,Full-Synthetic,image_binary_input,image
820,/content/drive/MyDrive/skripsi/dataset_image/real/001237_000140.jpg,image,0,Real,0,Real,image_binary_input,image
821,/content/drive/MyDrive/skripsi/dataset_video/real/002401_Real_002401.mp4,video,0,Real,0,Real,video_test,video
822,/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/002769_001122.jpg,image,1,Fake,1,Full-Synthetic,image_binary_input,image
823,/content/drive/MyDrive/skripsi/dataset_image/real/001118_002016.jpg,image,0,Real,0,Real,image_binary_input,image
824,/content/drive/MyDrive/skripsi/dataset_image/real/000160_001860.jpg,image,0,Real,0,Real,image_binary_input,image
825,/content/drive/MyDrive/skripsi/dataset_image/real/001190_000858.jpg,image,0,Real,0,Real,image_binary_input,image
826,/content/drive/MyDrive/skripsi/dataset_video/real/001669_Real_001669.mp4,video,0,Real,0,Real,video_test,video
827,/content/drive/MyDrive/skripsi/dataset_video/fake/Extrapolation/000429_Extrapolation_000429.mp4,video,1,Fake,1,Fake,video_test,video
828,/content/drive/MyDrive/skripsi/dataset_image/real/002322_002728.jpg,image,0,Real,0,Real,image_binary_input,image
829,/content/drive/MyDrive/skripsi/dataset_video/fake/Extrapolation/000113_Extrapolation_000113.mp4,video,1,Fake,1,Fake,video_test,video
830,/content/drive/MyDrive/skripsi/dataset_video/real/002553_Real_002553.mp4,video,0,Real,0,Real,video_test,video
831,/content/drive/MyDrive/skripsi/dataset_image/real/000137_002960.jpg,image,0,Real,0,Real,image_binary_input,image
832,/content/drive/MyDrive/skripsi/dataset_image/real/000955_000887.jpg,image,0,Real,0,Real,image_binary_input,image
833,/content/drive/MyDrive/skripsi/dataset_video/fake/Faceswap/000367_Faceswap_000367.mp4,video,1,Fake,1,Fake,video_test,video
834,/content/drive/MyDrive/skripsi/dataset_image/real/001561_003276.jpg,image,0,Real,0,Real,image_binary_input,image
835,/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/001164_001100.jpg,image,1,Fake,1,Full-Synthetic,image_binary_input,image
836,/content/drive/MyDrive/skripsi/dataset_video/real/003126_Real_003126.mp4,video,0,Real,0,Real,video_test,video
837,/content/drive/MyDrive/skripsi/dataset_image/real/001461_002304.jpg,image,0,Real,0,Real,image_binary_input,image
838,/content/drive/MyDrive/skripsi/dataset_video/fake/Change_of_style/000269_Change_of_style_000269.mp4,video,1,Fake,1,Fake,video_test,video
839,/content/drive/MyDrive/skripsi/dataset_image/tampered/001886_002086.jpg,image,1,Fake,2,Tampered,image_binary_input,image
840,/content/drive/MyDrive/skripsi/dataset_image/real/003056_001802.jpg,image,0,Real,0,Real,image_binary_input,image
841,/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/002321_002792.jpg,image,1,Fake,1,Full-Synthetic,image_binary_input,image
842,/content/drive/MyDrive/skripsi/dataset_video/real/002834_Real_002834.mp4,video,0,Real,0,Real,video_test,video
843,/content/drive/MyDrive/skripsi/dataset_image/real/002666_000928.jpg,image,0,Real,0,Real,image_binary_input,image
844,/content/drive/MyDrive/skripsi/dataset_video/fake/TI2V/000263_TI2V_000263.mp4,video,1,Fake,1,Fake,video_test,video
845,/content/drive/MyDrive/skripsi/dataset_video/real/003814_Real_003814.mp4,video,0,Real,0,Real,video_test,video
846,/content/drive/MyDrive/skripsi/dataset_video/real/003363_Real_003363.mp4,video,0,Real,0,Real,video_test,video
847,/content/drive/MyDrive/skripsi/dataset_video/fake/T2V/000555_T2V_000555.mp4,video,1,Fake,1,Fake,video_test,video
848,/content/drive/MyDrive/skripsi/dataset_video/fake/Change_of_style/000313_Change_of_style_000313.mp4,video,1,Fake,1,Fake,video_test,video
849,/content/drive/MyDrive/skripsi/dataset_image/real/001221_003148.jpg,image,0,Real,0,Real,image_binary_input,image
850,/content/drive/MyDrive/skripsi/dataset_video/real/001552_Real_001552.mp4,video,0,Real,0,Real,video_test,video
851,/content/drive/MyDrive/skripsi/dataset_image/real/000764_001398.jpg,image,0,Real,0,Real,image_binary_input,image
852,/content/drive/MyDrive/skripsi/dataset_video/real/003371_Real_003371.mp4,video,0,Real,0,Real,video_test,video
853,/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/000306_001871.jpg,image,1,Fake,1,Full-Synthetic,image_binary_input,image
854,/content/drive/MyDrive/skripsi/dataset_video/real/003800_Real_003800.mp4,video,0,Real,0,Real,video_test,video
855,/content/drive/MyDrive/skripsi/dataset_image/real/001395_002179.jpg,image,0,Real,0,Real,image_binary_input,image
856,/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/000563_001385.jpg,image,1,Fake,1,Full-Synthetic,image_binary_input,image
857,/content/drive/MyDrive/skripsi/dataset_video/real/004800_Real_004800.mp4,video,0,Real,0,Real,video_test,video
858,/content/drive/MyDrive/skripsi/dataset_video/fake/TI2V/000276_TI2V_000276.mp4,video,1,Fake,1,Fake,video_test,video
859,/content/drive/MyDrive/skripsi/dataset_video/fake/Faceswap/000595_Faceswap_000595.mp4,video,1,Fake,1,Fake,video_test,video
860,/content/drive/MyDrive/skripsi/dataset_image/real/002987_003291.jpg,image,0,Real,0,Real,image_binary_input,image
861,/content/drive/MyDrive/skripsi/dataset_video/fake/Extrapolation/000528_Extrapolation_000528.mp4,video,1,Fake,1,Fake,video_test,video
862,/content/drive/MyDrive/skripsi/dataset_image/real/002068_002269.jpg,image,0,Real,0,Real,image_binary_input,image
863,/content/drive/MyDrive/skripsi/dataset_video/fake/Inpainting/000007_Inpainting_000007.mp4,video,1,Fake,1,Fake,video_test,video
864,/content/drive/MyDrive/skripsi/dataset_video/real/002849_Real_002849.mp4,video,0,Real,0,Real,video_test,video
865,/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/002541_001331.jpg,image,1,Fake,1,Full-Synthetic,image_binary_input,image
866,/content/drive/MyDrive/skripsi/dataset_image/tampered/000746_001725.jpg,image,1,Fake,2,Tampered,image_binary_input,image
867,/content/drive/MyDrive/skripsi/dataset_video/fake/Change_of_style/000193_Change_of_style_000193.mp4,video,1,Fake,1,Fake,video_test,video
868,/content/drive/MyDrive/skripsi/dataset_video/real/002161_Real_002161.mp4,video,0,Real,0,Real,video_test,video
869,/content/drive/MyDrive/skripsi/dataset_video/fake/T2V/000104_T2V_000104.mp4,video,1,Fake,1,Fake,video_test,video
870,/content/drive/MyDrive/skripsi/dataset_video/real/004405_Real_004405.mp4,video,0,Real,0,Real,video_test,video
871,/content/drive/MyDrive/skripsi/dataset_image/tampered/002270_002188.jpg,image,1,Fake,2,Tampered,image_binary_input,image
872,/content/drive/MyDrive/skripsi/dataset_image/real/002311_002463.jpg,image,0,Real,0,Real,image_binary_input,image
873,/content/drive/MyDrive/skripsi/dataset_video/fake/Change_of_style/000545_Change_of_style_000545.mp4,video,1,Fake,1,Fake,video_test,video
874,/content/drive/MyDrive/skripsi/dataset_image/tampered/000084_002339.jpg,image,1,Fake,2,Tampered,image_binary_input,image
875,/content/drive/MyDrive/skripsi/dataset_video/fake/Change_of_style/000578_Change_of_style_000578.mp4,video,1,Fake,1,Fake,video_test,video
876,/content/drive/MyDrive/skripsi/dataset_image/tampered/000548_001123.jpg,image,1,Fake,2,Tampered,image_binary_input,image
877,/content/drive/MyDrive/skripsi/dataset_video/fake/TI2V/000466_TI2V_000466.mp4,video,1,Fake,1,Fake,video_test,video
878,/content/drive/MyDrive/skripsi/dataset_video/fake/Interpolation/000005_Interpolation_000005.mp4,video,1,Fake,1,Fake,video_test,video
879,/content/drive/MyDrive/skripsi/dataset_image/tampered/000423_000463.jpg,image,1,Fake,2,Tampered,image_binary_input,image
880,/content/drive/MyDrive/skripsi/dataset_image/real/001949_003127.jpg,image,0,Real,0,Real,image_binary_input,image
881,/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/001120_002834.jpg,image,1,Fake,1,Full-Synthetic,image_binary_input,image
882,/content/drive/MyDrive/skripsi/dataset_video/real/004121_Real_004121.mp4,video,0,Real,0,Real,video_test,video
883,/content/drive/MyDrive/skripsi/dataset_video/real/004447_Real_004447.mp4,video,0,Real,0,Real,video_test,video
884,/content/drive/MyDrive/skripsi/dataset_video/real/003836_Real_003836.mp4,video,0,Real,0,Real,video_test,video
885,/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/003321_001482.jpg,image,1,Fake,1,Full-Synthetic,image_binary_input,image
886,/content/drive/MyDrive/skripsi/dataset_video/real/004401_Real_004401.mp4,video,0,Real,0,Real,video_test,video
887,/content/drive/MyDrive/skripsi/dataset_image/real/001136_002345.jpg,image,0,Real,0,Real,image_binary_input,image
888,/content/drive/MyDrive/skripsi/dataset_video/fake/Inpainting/000223_Inpainting_000223.mp4,video,1,Fake,1,Fake,video_test,video
889,/content/drive/MyDrive/skripsi/dataset_image/real/002273_000362.jpg,image,0,Real,0,Real,image_binary_input,image
890,/content/drive/MyDrive/skripsi/dataset_video/real/003547_Real_003547.mp4,video,0,Real,0,Real,video_test,video
891,/content/drive/MyDrive/skripsi/dataset_video/fake/T2V/000169_T2V_000169.mp4,video,1,Fake,1,Fake,video_test,video
892,/content/drive/MyDrive/skripsi/dataset_image/real/002928_001841.jpg,image,0,Real,0,Real,image_binary_input,image
893,/content/drive/MyDrive/skripsi/dataset_image/real/000971_002868.jpg,image,0,Real,0,Real,image_binary_input,image
894,/content/drive/MyDrive/skripsi/dataset_image/real/003201_003104.jpg,image,0,Real,0,Real,image_binary_input,image
895,/content/drive/MyDrive/skripsi/dataset_video/real/004382_Real_004382.mp4,video,0,Real,0,Real,video_test,video
896,/content/drive/MyDrive/skripsi/dataset_image/real/002929_001890.jpg,image,0,Real,0,Real,image_binary_input,image
897,/content/drive/MyDrive/skripsi/dataset_video/real/000948_Real_000948.mp4,video,0,Real,0,Real,video_test,video
898,/content/drive/MyDrive/skripsi/dataset_image/real/001840_002196.jpg,image,0,Real,0,Real,image_binary_input,image
899,/content/drive/MyDrive/skripsi/dataset_image/real/000448_001910.jpg,image,0,Real,0,Real,image_binary_input,image
900,/content/drive/MyDrive/skripsi/dataset_image/tampered/000678_000535.jpg,image,1,Fake,2,Tampered,image_binary_input,image
901,/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/001806_001808.jpg,image,1,Fake,1,Full-Synthetic,image_binary_input,image
902,/content/drive/MyDrive/skripsi/dataset_video/real/004615_Real_004615.mp4,video,0,Real,0,Real,video_test,video
903,/content/drive/MyDrive/skripsi/dataset_video/real/004476_Real_004476.mp4,video,0,Real,0,Real,video_test,video
904,/content/drive/MyDrive/skripsi/dataset_video/real/001369_Real_001369.mp4,video,0,Real,0,Real,video_test,video
905,/content/drive/MyDrive/skripsi/dataset_image/tampered/000078_003246.jpg,image,1,Fake,2,Tampered,image_binary_input,image
906,/content/drive/MyDrive/skripsi/dataset_video/fake/Extrapolation/000033_Extrapolation_000033.mp4,video,1,Fake,1,Fake,video_test,video
907,/content/drive/MyDrive/skripsi/dataset_image/real/001312_000360.jpg,image,0,Real,0,Real,image_binary_input,image
908,/content/drive/MyDrive/skripsi/dataset_image/real/002377_001828.jpg,image,0,Real,0,Real,image_binary_input,image
909,/content/drive/MyDrive/skripsi/dataset_video/real/000307_Real_000307.mp4,video,0,Real,0,Real,video_test,video
910,/content/drive/MyDrive/skripsi/dataset_video/real/000841_Real_000841.mp4,video,0,Real,0,Real,video_test,video
911,/content/drive/MyDrive/skripsi/dataset_video/fake/T2V/000028_T2V_000028.mp4,video,1,Fake,1,Fake,video_test,video
912,/content/drive/MyDrive/skripsi/dataset_image/real/002158_003068.jpg,image,0,Real,0,Real,image_binary_input,image
913,/content/drive/MyDrive/skripsi/dataset_image/tampered/003331_000860.jpg,image,1,Fake,2,Tampered,image_binary_input,image
914,/content/drive/MyDrive/skripsi/dataset_image/real/000552_000288.jpg,image,0,Real,0,Real,image_binary_input,image
915,/content/drive/MyDrive/skripsi/dataset_video/fake/Extrapolation/000110_Extrapolation_000110.mp4,video,1,Fake,1,Fake,video_test,video
916,/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/002545_001358.jpg,image,1,Fake,1,Full-Synthetic,image_binary_input,image
917,/content/drive/MyDrive/skripsi/dataset_video/fake/Change_of_style/000275_Change_of_style_000275.mp4,video,1,Fake,1,Fake,video_test,video
918,/content/drive/MyDrive/skripsi/dataset_image/tampered/001936_000925.jpg,image,1,Fake,2,Tampered,image_binary_input,image
919,/content/drive/MyDrive/skripsi/dataset_image/tampered/000714_003022.jpg,image,1,Fake,2,Tampered,image_binary_input,image
920,/content/drive/MyDrive/skripsi/dataset_video/real/002564_Real_002564.mp4,video,0,Real,0,Real,video_test,video
921,/content/drive/MyDrive/skripsi/dataset_image/real/001879_002247.jpg,image,0,Real,0,Real,image_binary_input,image
922,/content/drive/MyDrive/skripsi/dataset_video/real/003057_Real_003057.mp4,video,0,Real,0,Real,video_test,video
923,/content/drive/MyDrive/skripsi/dataset_video/real/003735_Real_003735.mp4,video,0,Real,0,Real,video_test,video
924,/content/drive/MyDrive/skripsi/dataset_video/real/000737_Real_000737.mp4,video,0,Real,0,Real,video_test,video
925,/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/002380_002137.jpg,image,1,Fake,1,Full-Synthetic,image_binary_input,image
926,/content/drive/MyDrive/skripsi/dataset_image/tampered/002788_000753.jpg,image,1,Fake,2,Tampered,image_binary_input,image
927,/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/002945_003256.jpg,image,1,Fake,1,Full-Synthetic,image_binary_input,image
928,/content/drive/MyDrive/skripsi/dataset_video/real/000652_Real_000652.mp4,video,0,Real,0,Real,video_test,video
929,/content/drive/MyDrive/skripsi/dataset_image/real/001226_001546.jpg,image,0,Real,0,Real,image_binary_input,image
930,/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/001211_001480.jpg,image,1,Fake,1,Full-Synthetic,image_binary_input,image
931,/content/drive/MyDrive/skripsi/dataset_video/fake/Extrapolation/000233_Extrapolation_000233.mp4,video,1,Fake,1,Fake,video_test,video
932,/content/drive/MyDrive/skripsi/dataset_image/tampered/001810_001339.jpg,image,1,Fake,2,Tampered,image_binary_input,image
933,/content/drive/MyDrive/skripsi/dataset_video/fake/Change_of_style/000516_Change_of_style_000516.mp4,video,1,Fake,1,Fake,video_test,video
934,/content/drive/MyDrive/skripsi/dataset_video/real/000146_Real_000146.mp4,video,0,Real,0,Real,video_test,video
935,/content/drive/MyDrive/skripsi/dataset_image/tampered/001038_001992.jpg,image,1,Fake,2,Tampered,image_binary_input,image
936,/content/drive/MyDrive/skripsi/dataset_video/real/002851_Real_002851.mp4,video,0,Real,0,Real,video_test,video
937,/content/drive/MyDrive/skripsi/dataset_video/fake/Inpainting/000118_Inpainting_000118.mp4,video,1,Fake,1,Fake,video_test,video
938,/content/drive/MyDrive/skripsi/dataset_image/real/002641_000967.jpg,image,0,Real,0,Real,image_binary_input,image
939,/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/002006_000371.jpg,image,1,Fake,1,Full-Synthetic,image_binary_input,image
940,/content/drive/MyDrive/skripsi/dataset_video/fake/T2V/000365_T2V_000365.mp4,video,1,Fake,1,Fake,video_test,video
941,/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/002243_002782.jpg,image,1,Fake,1,Full-Synthetic,image_binary_input,image
942,/content/drive/MyDrive/skripsi/dataset_image/real/000911_001713.jpg,image,0,Real,0,Real,image_binary_input,image
943,/content/drive/MyDrive/skripsi/dataset_image/real/000815_000651.jpg,image,0,Real,0,Real,image_binary_input,image
944,/content/drive/MyDrive/skripsi/dataset_image/real/002213_001086.jpg,image,0,Real,0,Real,image_binary_input,image
945,/content/drive/MyDrive/skripsi/dataset_image/real/003143_001529.jpg,image,0,Real,0,Real,image_binary_input,image
946,/content/drive/MyDrive/skripsi/dataset_image/real/000191_000240.jpg,image,0,Real,0,Real,image_binary_input,image
947,/content/drive/MyDrive/skripsi/dataset_video/fake/Faceswap/000603_Faceswap_000603.mp4,video,1,Fake,1,Fake,video_test,video
948,/content/drive/MyDrive/skripsi/dataset_video/fake/TI2V/000106_TI2V_000106.mp4,video,1,Fake,1,Fake,video_test,video
949,/content/drive/MyDrive/skripsi/dataset_video/real/001901_Real_001901.mp4,video,0,Real,0,Real,video_test,video
950,/content/drive/MyDrive/skripsi/dataset_video/real/002296_Real_002296.mp4,video,0,Real,0,Real,video_test,video
951,/content/drive/MyDrive/skripsi/dataset_image/real/001869_002216.jpg,image,0,Real,0,Real,image_binary_input,image
952,/content/drive/MyDrive/skripsi/dataset_image/tampered/001950_000813.jpg,image,1,Fake,2,Tampered,image_binary_input,image
953,/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/002546_002145.jpg,image,1,Fake,1,Full-Synthetic,image_binary_input,image
954,/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/000449_002333.jpg,image,1,Fake,1,Full-Synthetic,image_binary_input,image
955,/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/000675_000468.jpg,image,1,Fake,1,Full-Synthetic,image_binary_input,image
956,/content/drive/MyDrive/skripsi/dataset_video/real/000327_Real_000327.mp4,video,0,Real,0,Real,video_test,video
957,/content/drive/MyDrive/skripsi/dataset_video/real/003527_Real_003527.mp4,video,0,Real,0,Real,video_test,video
958,/content/drive/MyDrive/skripsi/dataset_video/fake/Faceswap/000482_Faceswap_000482.mp4,video,1,Fake,1,Fake,video_test,video
959,/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/002476_000302.jpg,image,1,Fake,1,Full-Synthetic,image_binary_input,image
960,/content/drive/MyDrive/skripsi/dataset_video/fake/Extrapolation/000422_Extrapolation_000422.mp4,video,1,Fake,1,Fake,video_test,video
961,/content/drive/MyDrive/skripsi/dataset_image/tampered/003258_003073.jpg,image,1,Fake,2,Tampered,image_binary_input,image
962,/content/drive/MyDrive/skripsi/dataset_video/fake/Faceswap/000025_Faceswap_000025.mp4,video,1,Fake,1,Fake,video_test,video
963,/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/002387_000723.jpg,image,1,Fake,1,Full-Synthetic,image_binary_input,image
964,/content/drive/MyDrive/skripsi/dataset_video/fake/Interpolation/000503_Interpolation_000503.mp4,video,1,Fake,1,Fake,video_test,video
965,/content/drive/MyDrive/skripsi/dataset_image/real/002566_000437.jpg,image,0,Real,0,Real,image_binary_input,image
966,/content/drive/MyDrive/skripsi/dataset_video/fake/Extrapolation/000324_Extrapolation_000324.mp4,video,1,Fake,1,Fake,video_test,video
967,/content/drive/MyDrive/skripsi/dataset_image/real/001434_002351.jpg,image,0,Real,0,Real,image_binary_input,image
968,/content/drive/MyDrive/skripsi/dataset_image/real/000183_001232.jpg,image,0,Real,0,Real,image_binary_input,image
969,/content/drive/MyDrive/skripsi/dataset_image/real/001962_002416.jpg,image,0,Real,0,Real,image_binary_input,image
970,/content/drive/MyDrive/skripsi/dataset_image/tampered/001141_001444.jpg,image,1,Fake,2,Tampered,image_binary_input,image
971,/content/drive/MyDrive/skripsi/dataset_image/real/000684_002431.jpg,image,0,Real,0,Real,image_binary_input,image
972,/content/drive/MyDrive/skripsi/dataset_video/fake/Interpolation/000092_Interpolation_000092.mp4,video,1,Fake,1,Fake,video_test,video
973,/content/drive/MyDrive/skripsi/dataset_image/real/000121_000080.jpg,image,0,Real,0,Real,image_binary_input,image
974,/content/drive/MyDrive/skripsi/dataset_video/real/001371_Real_001371.mp4,video,0,Real,0,Real,video_test,video
975,/content/drive/MyDrive/skripsi/dataset_video/real/002067_Real_002067.mp4,video,0,Real,0,Real,video_test,video
976,/content/drive/MyDrive/skripsi/dataset_image/tampered/002543_000446.jpg,image,1,Fake,2,Tampered,image_binary_input,image
